title,location,snippet,salary,source,type,link,company,updated,id,Country
Data Stage Engineer,"Cincinnati, OH","&nbsp;...(***) ***-****
  2.Savitha Chinnappa 
 Email: ****@*****.*** 
 Cell: (***) ***-****
    Job Title: <b>Data </b>Stage <b>Engineer </b>  Location: Cincinnati, Ohio (Hybrid, 2-3 days a week in Office) 
  Duration: 6 Months with Possible Extension  
  Years of...&nbsp;",,ceipal.com,,https://jooble.org/jdp/-5224351258458861033,Peer Consulting Resources Inc.,2025-04-09T18:50:50.6591669+00:00,-5224351258458861033,USA
"Data Engineer, Amazon Customer Service","Seattle, WA","&nbsp;...appropriate resolutions to resolve issues faced by our customers. WWDE <b>engineers </b>solve complex problems and build scalable, robust solutions to...&nbsp;&nbsp;...eliminate systemic defects to prevent future issues. 
 As a <b>Data </b>Engineer, the ideal candidate will partner with Software...&nbsp;",,amazon.jobs,Full-time,https://jooble.org/jdp/-2446878381728998693,Amazon.com Services LLC,2025-03-21T16:25:33.5370000,-2446878381728998693,USA
Senior Data engineers with GCP,Arkansas,"&nbsp;...Hi  
   Senior <b>Data engineers </b>with GCP 
 Bentonville, AR (Day 1 onsite)
  Sunnyvale, CA (Day 1 Onsite) 
  Long Term  
 
 
  Must Have Skills 
 Data Engineering: 8+ Years 
 Scala : 8+ Years 
 Spark: 5+ Years 
 GCP: 3+ Years 
 Data modelling: 5+ Years...&nbsp;",,ceipal.com,,https://jooble.org/jdp/-6384905400793503029,Conch Technologies Inc,2025-04-09T18:51:10.4729883+00:00,-6384905400793503029,USA
Data Engineer,Minnesota,"&nbsp;...Role - <b>Data Engineer </b>
 JD: 
 Key Responsibilities: 
 Team Leadership: Lead and mentor a team of data engineers, providing guidance and support to ensure high performance and professional growth. 
 Project Management: Oversee the planning, execution, and delivery of...&nbsp;",,ceipal.com,Temporary,https://jooble.org/jdp/675972716303405105,Noblesoft Technologies,2025-04-08T00:00:00.0000000,675972716303405105,USA
Senior Data Engineer (Snowflake/Python),New Jersey,"&nbsp;...Title Senior <b>Data Engineer </b>(Snowflake/Python) 
  Location Iselin, NJ  
  C2C Rate - $640/day.  
  Client : Synechrone  
 
  Our challenge  
  We are hiring for Senior Data Engineer (Snowflake/Python) role is notably challenging due to the necessity for a highly experienced...&nbsp;",,ceipal.com,,https://jooble.org/jdp/-3335719705474753428,Roha Technologies LLC,2025-04-09T18:51:15.2770912+00:00,-3335719705474753428,USA
Remote Senior Data Engineer,Remote,"&nbsp;...Built is looking for an experienced  Senior <b>Data Engineer </b> to help organize and manage existing data resources, implement new technologies and tooling to grow our business products through our data analysis platform, as well as drive scalable data-sharing practices. You...&nbsp;",,jobicy.com,Full-time,https://jooble.org/jdp/4422042710281037340,Built Technologies,2025-04-05T06:35:14.2100000,4422042710281037340,USA
Data Engineer,"Weehawken, NJ","&nbsp;...are redefining the   meaning of work  , and be a part of the team raved by Clients, Job-seekers and Employees. 

 If you are a  <b>Data Engineer </b>   Position looking for excitement, challenge and stability in your work, then you would be glad to come across this page....&nbsp;",,zoho.com,Temporary,https://jooble.org/jdp/7493486058669264911,Alignity Solutions,2025-03-12T12:13:04.7770000,7493486058669264911,USA
Data Engineer,"Minneapolis, MN","As a <b>Data Engineer,</b> you will play a key role in designing and building reliable, scalable, and performant data solutions in support of our growing analytics practice. If you are passionate about the data analytics space and are excited by the opportunity to build innovative...&nbsp;",,Centriam,,https://jooble.org/jdp/6689877390440635612,Centriam,2025-02-11T06:17:45.2400000,6689877390440635612,USA
Senior Data Engineer for E-Commerce,"Seattle, WA","&nbsp;...The Global E-Commerce team focuses on building <b>data </b>infrastructure and data product areas to support business <b>engineering </b>teams working directly. 
 As a data engineer in the Global E-Commerce team, you will have the opportunity to build, optimize and grow one of the...&nbsp;",,workable.com,Full-time,https://jooble.org/jdp/-8299556271682543769,"Hireio, Inc.",2025-04-02T00:11:16.5370000,-8299556271682543769,USA
Remote Senior Data Engineer,Remote,"&nbsp;...We are looking for a senior <b>data engineer </b>to join our data and analytics team to help us build the next generation of our data platform and product. Together with the rest of the team, you will be responsible for the design and implementation of our data platform while...&nbsp;",,jobicy.com,Full-time,https://jooble.org/jdp/1012797555076064862,Fleetio,2025-03-20T02:26:41.6630000,1012797555076064862,USA
Data Movement Engineer | University of Wisconsin Madison,"Madison, WI","&nbsp;...Research Cyberinfrastructure group at the University of Wisconsin-Madison, Division of Information Technology is hiring a <b>Data </b>Movement <b>Engineer.</b> The Data Movement Engineer will administer enterprise-wide applications for data movement, data management, and data sharing...&nbsp;",,hercjobs.org,,https://jooble.org/jdp/-8470338495482324840,University of Wisconsin Madison,2025-04-02T00:00:00.0000000,-8470338495482324840,USA
Senior Data Engineer,Remote,"&nbsp;...table and expand our point of view, that's a huge upside. 
 Our <b>Data </b>Team 
 At Second Dinner, data plays a crucial role in...&nbsp;&nbsp;...You’ll collaborate closely with data scientists, analysts, and <b>engineers </b>to deliver robust pipelines and innovative self-service analytics...&nbsp;",$150k - $190k,swooped.co,,https://jooble.org/jdp/6443230632214167834,Second Dinner,2025-02-25T17:33:44.3830000,6443230632214167834,USA
Data Integration and Warehouse Engineer | University of Wisconsin Madison,"Madison, WI","&nbsp;...Job Summary: 
 The <b>Data </b>Integration and Warehouse <b>Engineer </b>develops, maintains, and troubleshoots data integrations, primarily in Informatica Cloud (IICS), and supports multiple database systems for the School of Medicine and Public Health. The person in this role works...&nbsp;",,hercjobs.org,,https://jooble.org/jdp/-8298597813694580735,University of Wisconsin Madison,2025-03-10T00:00:00.0000000,-8298597813694580735,USA
Integration/Data Engineer,"New York, NY","&nbsp;...Role: Integration/<b>Data Engineer </b> 
  Location: Remote (but need to attend on-site meetings in NYC as necessary from client on their own expenses) 
  Duration: Long Term Contract  
 
  Security:  All staff require fingerprinting & security clearances  
  Job Summary...&nbsp;",,ceipal.com,,https://jooble.org/jdp/-3469278641411648066,Hirekeyz Inc,2025-04-09T18:50:55.4594640+00:00,-3469278641411648066,USA
Junior Data Engineer (AWS),"Atlanta, GA","&nbsp;...As an <b>Engineer </b>at Invesco, you would align business outcomes to technology goals and objectives. You will be responsible for managing decision sciences and advanced analytics initiatives, <b>data </b>integration/engineering. Interacts with Data Scientists, Business Owners, Business...&nbsp;",,workstream.is,Full-time,https://jooble.org/jdp/-8252769517757340733,Invesco,2025-03-21T00:00:00.0000000,-8252769517757340733,USA
AV Safety Data & Benchmarking Engineer,"Foster, CA","&nbsp;...As an AV Safety Benchmarking <b>Engineer,</b> you will work closely with a variety of partners, including software, operations, vehicle engineering...&nbsp;&nbsp;...extract information relevant to vehicle behavior, and present <b>data </b>and findings to cross-functional partners. 
 Develop dashboards...&nbsp;",,jobs.lever.co,,https://jooble.org/jdp/-3898065713790129519,zoox,2025-04-09T13:44:07.8630000,-3898065713790129519,USA
Data Engineer,"Newark, NJ","<b>Data </b>Tech team is looking for a Data <b>Engineer </b>to join a diverse team dedicated to providing best in class data services to our customers, stakeholders and partners. As a part of our organization, you will work with our Client Engineers, Data Scientist and various BUs to...&nbsp;",,snapjobsearch.com,,https://jooble.org/jdp/8516985338548677584,JSR Tech Consulting,2025-03-26T14:44:13.8900000,8516985338548677584,USA
Senior Data Engineer,"Boston, MA",&nbsp;...thinking food media company dedicated to connecting consumers with premium food content. We are actively seeking a talented Senior <b>Data Engineer </b>to contribute to the development of robust and innovative web applications. This managerial position will work on a tight cross-...&nbsp;,,Americas Test Kitchen,,https://jooble.org/jdp/-1991318232280430836,Americas Test Kitchen,2025-03-04T19:32:28.0770000,-1991318232280430836,USA
AWS Data Engineer,"Charlotte, NC","&nbsp;...Description:  Are you a seasoned AWS <b>Data Engineer </b>with a passion for building robust data warehouse environments? We are looking for a talented individual to join our team and play a pivotal role in developing our data warehouse, specifically configured for downstream...&nbsp;",,snaphop.com,Temporary,https://jooble.org/jdp/-931914989327468257,Eliassen Group,2025-03-26T10:55:20.3600000,-931914989327468257,USA
Senior Data Warehousing Engineer,"Sacramento County, CA","&nbsp;...challenging position that will provide you with extremely valuable <b>data </b>warehousing, data infrastructure, and analytics experience,...&nbsp;&nbsp;...Warehousing Group (BI DWG). The IT Specialist II works as a lead Data <b>Engineer </b>in the development and maintenance of scalable data pipelines...&nbsp;",,jobs.ca.gov,Full-time,https://jooble.org/jdp/7460637403206984757,Employment Development Department,2025-04-07T00:00:00.0000000,7460637403206984757,USA
Senior Data Engineer Architecture C4ISR,"Tampa, FL","Overview:
**This position is contingent upon award of contract**
 SOS International LLC (SOSi) is seeking a <b>Data Engineer </b>(C4ISR Architecture) to support our customer in McDill AFB, Florida. 
Responsibilities:
 Provide administration of full motion video (FMV) dissemination...&nbsp;",,icims.com,Full-time,https://jooble.org/jdp/-8290773415747859343,SOS International LLC,2025-02-19T18:49:43.3730000,-8290773415747859343,USA
Senior Data Engineer,Remote,"Senior <b>Data Engineer </b>Description

 We are excited to invite an experienced  Senior Data Engineer  to join our team and help us tackle challenging engineering problems while developing high-quality software. 
#LI-DNI  Responsibilities 
 Write high-quality code, ensuring...&nbsp;",,epam.com,,https://jooble.org/jdp/-4862304863553300044,"EPAM Systems, Inc.",2025-04-10T06:44:05.5765761+00:00,-4862304863553300044,USA
Senior Data Analytics and Visualization Engineer,Remote,"Senior <b>Data </b>Analytics and Visualization <b>Engineer </b>Description

 We are seeking a highly skilled  Senior Data Analytics and Visualization Engineer  to join our team and spearhead the transformation of complex data into visually compelling insights using Power BI. This role...&nbsp;",,epam.com,,https://jooble.org/jdp/7870919668613160930,"EPAM Systems, Inc.",2025-04-03T06:43:51.9258828+00:00,7870919668613160930,USA
Senior Data Engineer,Remote,"Senior <b>Data Engineer </b>Description

 We are seeking a  Senior Data Engineer  to join our team. 
 This role involves a blend of engineering and analytical responsibilities. You will develop and maintain data infrastructure while also analyzing cost data, identifying trends...&nbsp;",,epam.com,,https://jooble.org/jdp/-7919586909001820309,"EPAM Systems, Inc.",2025-04-03T06:44:06.2597038+00:00,-7919586909001820309,USA
Jr. Data Engineer,"Oakland, CA","&nbsp;...MatchPoint Solutions is a fast-growing, young, energetic global IT-<b>Engineering </b>services company with clients across the US. We provide...&nbsp;&nbsp;...resume. We look forward to hearing from you! 
 
  Job Title: <b>Data </b>Engineer  
  Location: Hybrid; 1 day/week on-site in Alpharetta...&nbsp;",,ceipal.com,,https://jooble.org/jdp/-7384895441317629552,Match Point Solutions,2025-04-10T12:44:14.6177202+00:00,-7384895441317629552,USA
Staff Data Engineer,"Redwood City, CA","&nbsp;...trials, discovering new microbes, and reducing patient suffering worldwide. 
Position Summary
We are seeking a seasoned Staff <b>data engineer </b>to drive data platform initiatives across the data value chain at Karius. We develop and operate AI-driven data analytics pipelines...&nbsp;",,Karius,Full-time,https://jooble.org/jdp/-6808807072336902078,Karius,2024-08-12T16:05:52.6030000,-6808807072336902078,USA
"Sr. Data Engineer, Deal Tooling and Insights, Strategic Customer Engagements","Seattle, WA","&nbsp;...DESCRIPTION 
 Are you passionate about leveraging <b>data </b>to deliver actionable insights that impact the daily business decisions of AWS...&nbsp;&nbsp;...deals come to life?
 If so, we are looking for a Sr. Data <b>Engineer </b>to join the Strategic Customer Engagements team to develop a scalable...&nbsp;",,amazon.jobs,Full-time,https://jooble.org/jdp/6489522895505093690,"Amazon Web Services, Inc.",2025-03-13T16:25:25.2770000,6489522895505093690,USA
Data Mangement Engineer,Washington DC,"&nbsp;...<b>Data </b>Management <b>Engineer </b>
 SG2 Recruiting is partnering with InteliDIne seeking a highly motivated and experienced  Data Management Engineer  to join our team. This  fully remote  role offers the opportunity to contribute to the full lifecycle of data solutions, from...&nbsp;",,crelate.com,,https://jooble.org/jdp/7170728356121426495,SG2 Recruiting,2025-02-12T03:22:49.3030000,7170728356121426495,USA
Big Data Engineer w/ElasticSearch experience TS/SCI,"Leesburg, VA","&nbsp;...Big <b>Data Engineer </b>w/ElasticSearch Experience (TS/SCI) Location: Ashburn, VA w/telework available 
 We are looking for a highly skilled Data Engineer w/ElasticSearch experience to join our team. The ideal candidate will be responsible for designing, implementing, and maintaining...&nbsp;",,teamtailor.com,,https://jooble.org/jdp/-1305485121748487920,Ninja Analytics,2025-04-03T20:04:37.5952594+00:00,-1305485121748487920,USA
Data Engineer,Remote,"&nbsp;...Develop and maintain efficient <b>data </b>pipeline architecture. 
 Construct intricate data sets that align with functional and non-functional...&nbsp;&nbsp;...of outputs. 
 Requirements 
~ Bachelor's degree in data <b>engineering,</b> big data analytics, computer engineering, or a related field....&nbsp;",,swooped.co,,https://jooble.org/jdp/-4567811102019043663,Creative Chaos,2024-10-29T00:00:00.0000000,-4567811102019043663,USA
Senior Data Engineer,"San Francisco, CA","&nbsp;...enterprise translations. Our stack made up of our Contextual AI <b>Engine,</b> Connector APIs, and Human Adaptive Feedback enables global organizations...&nbsp;&nbsp;...In collaboration with the Director of Engineering, the Senior <b>Data </b>Engineer will own the scaling and modernization of our data...&nbsp;",$153k - $185k,swooped.co,,https://jooble.org/jdp/-8446897029990573470,Lilt,2025-02-08T00:00:00.0000000,-8446897029990573470,USA
"Senior Data Engineer, Data Platform","Dallas, TX","&nbsp;...advanced brand loyalty and customer engagement solutions, leveraging <b>data-</b>driven insights to build meaningful, lasting customer...&nbsp;&nbsp;...analytics and actionable insights. 
 We’re looking for a  Senior Data <b>Engineer </b> who will play a pivotal role in managing our  data platform...&nbsp;",$185k - $200k,swooped.co,,https://jooble.org/jdp/-6705714968406452599,Tronic,2025-02-13T00:00:00.0000000,-6705714968406452599,USA
Senior Data Engineer,"Austin, TX","&nbsp;...Senior <b>Data Engineer </b>
(Austin, TX)

 About Atmosphere: 
 Atmosphere is the world’s first and largest free ad-supported streaming TV service for businesses offering original, owned, and operated TV channels along with Partner Channels from prominent brands like Red...&nbsp;",,jazzhr.com,Full-time,https://jooble.org/jdp/-3295985861421491865,Atmosphere TV,2025-04-01T00:00:00.0000000,-3295985861421491865,USA
Data Engineer,"Herndon, VA","As a <b>Data Engineer,</b> your role is to enable clients to build and maintain advanced data systems that bring together data from disparate sources to enable decision-makers. You will be responsible for building pipelines and preparing data for use by data scientists, data analysts...&nbsp;",,get.it,Full-time,https://jooble.org/jdp/-5403426714969683333,Confluxs system Inc,2025-04-11T13:03:42.0789109+00:00,-5403426714969683333,USA
Data Engineer,"New York, NY","Job Title: <b>Data Engineer </b>
 Duration : 12 months 
 Location: Remote 
6-7 years of experience 
 Healthcare experience is must 
 Design, develop, and maintain Tableau dashboards and reports 
 Develop and maintain data models and ETL processes 
 Analyze data to identify...&nbsp;",,get.it,Full-time,https://jooble.org/jdp/8036401782227319691,"Amazee Global Ventures Inc,",2025-04-11T13:06:36.9275855+00:00,8036401782227319691,USA
Data Engineer II,"Chicago, IL","&nbsp;...are looking to join a rapidly growing, industry leading team, Help at Home may be a good fit for you. 

 Job Summary: 
 As a <b>Data Engineer </b>II at Help at Home, you will play a key role in enhancing our data infrastructure to support the company’s growth. You’ll collaborate...&nbsp;",,jazzhr.com,Full-time,https://jooble.org/jdp/3124955442903056076,Help at Home,2025-03-14T00:00:00.0000000,3124955442903056076,USA
Data Engineer,"Omaha, NE","&nbsp;...Position Title:  <b>Data Engineer </b>(Operational Data)
 Department:  Data 
 Location(s):  Omaha, NE 
 Purpose: 
 We hiring a Sr. Data Engineer in our Enterprise Technology Group. The selected candidate will design, develop, test and maintain scripts and jobs that are required...&nbsp;",,crelate.com,Full-time,https://jooble.org/jdp/-7548372990108848413,Cordova,2025-02-18T00:00:00.0000000,-7548372990108848413,USA
Data Engineer Contract State NC RTP HYBRID,"Durham County, NC","&nbsp;...up to $50/hour 
 he Department of Health and Human Services (DHHS) requires the assistance of contract resources to serve as <b>Data Engineers.</b> The primary purpose of these positions is to analyze, map, build, test, and maintain database pipeline architectures using Oracle...&nbsp;",,get.it,Temporary,https://jooble.org/jdp/-7722169396605815429,Professional Search of the Carolinas,2025-04-11T13:04:31.1811825+00:00,-7722169396605815429,USA
"Sr. Data Engineer (Snowflake, Python & SQL)","New Providence, NJ","&nbsp;...Role: Sr. <b>Data Engineer </b>(Snowflake, Python & SQL)
Location: New Providence, NJ (Hybrid). 
 
 
Note: Looking for local and genuine candidates with strong technical experience in Python and SQL with Data Warehousing background (Snowflake)
 
 
 Job Description...&nbsp;",,oorwin.com,,https://jooble.org/jdp/-8666484932875267322,TechEra Global Inc,2025-04-11T18:32:53.0329961+00:00,-8666484932875267322,USA
Senior Data Engineer,"Bedford, MA","&nbsp;...Description:  We are actively seeking <b>Data Engineer </b>for designing, building, and maintaining the infrastructure that supports data storage, processing, and retrieval. They work with large data sets and develop data pipelines that move data from source systems to data warehouses...&nbsp;",,snaphop.com,Temporary,https://jooble.org/jdp/5278743610470994414,Eliassen Group,2025-04-11T18:58:21.9170000,5278743610470994414,USA
Remote Data lineage Engineer,"Raleigh, NC","Remote <b>Data </b>lineage <b>Engineer </b>needs 10+ years' experience 
 Remote Data lineage Engineer requires: 
 Remote Raleigh, NC 
 Engineer 
 Banking, financial industry 
 SQL 
 Data lineage 
 Technical systems analysis, development or design 
 Remote Data lineage Engineer...&nbsp;",,get.it,Full-time,https://jooble.org/jdp/6382631938198273207,"Global Channel Management, Inc.",2025-04-11T16:04:55.1300000,6382631938198273207,USA
Data Engineer - TS/SCI w/Polygraph,"McLean, VA","&nbsp;...Polygraph 
 Public Trust/Other Required: 
 None 
 Job Family: 
 <b>Data </b>Science 
 Job Qualifications: 
 Skills: 
 Communication, ETL,...&nbsp;&nbsp;...your expertise to protect our country from threats. 
 The Data <b>Engineer </b>will manipulate data and data flows for both existing and new...&nbsp;",,gd.com,Full-time,https://jooble.org/jdp/9115141420064941694,GDIT,2025-03-28T00:00:00.0000000,9115141420064941694,USA
Data Engineer (Tampa),"Tampa, FL","&nbsp;...Title:  <b>Data Engineer </b>(Tampa)  
 Company:  Peoples Gas System 
 State and City:  Florida  -  Tampa 
 Shift: 8 Hr. X 5 Days 
 WHO WE ARE? 
 Peoples Gas System is the fastest growing natural gas utility in the Southeast with career opportunities that fit your future...&nbsp;",,successfactors.com,,https://jooble.org/jdp/3013366476389004376,New Mexico Gas Co - Peoples Gas - Tampa Electric,2025-04-13T02:52:31.7100000,3013366476389004376,USA
Big Data Engineer,Pennsylvania,"&nbsp;...Client:  Confidential for now 
 
  Role:  Big <b>Data Engineer </b>
 
  Pay:  48 w2
 
  Location:  Hybrid (Tuesday Wednesday Thursday) Malvern PA 
 
  Terms:  12 month contract plus extension (Though rare this early on, Deloitte reserves the right to hire after 6 months...&nbsp;",,ceipal.com,,https://jooble.org/jdp/-8236062201794318872,Evizot,2025-04-07T00:00:00.0000000,-8236062201794318872,USA
Data Engineer,"Sunnyvale, CA","&nbsp;...expertise in building  highly scalable  ,  performant  , and  reliable <b>data </b>pipelines  using cutting-edge technologies such as  Apache Spark...&nbsp;&nbsp;...system scalability.   
 Hands-on experience with modern query <b>engines </b>such as  Trino  ,  BigQuery  , and  Apache Pinot  (preferred)....&nbsp;",,ceipal.com,,https://jooble.org/jdp/-6325355075917947058,Fierceli Inc,2025-04-09T00:00:00.0000000,-6325355075917947058,USA
Data Engineer,"Leesburg, VA",Fracsys Inc is hiring a AWS <b>Data Engineer </b>position. The ideal candidate must have at least 8+ years of industry experience. He or she must be responsible for successful technical delivery of Data Warehousing and Business Intelligence projects. This positions requires US...&nbsp;,,snapjobsearch.com,,https://jooble.org/jdp/2752622353192476995,Fracsys Inc,2025-04-05T01:18:56.3970000,2752622353192476995,USA
Data Transformation Engineer,"Peabody, MA","&nbsp;...As the  <b>Data </b>Transformation <b>Engineer </b> , you will play a pivotal role in transforming raw client data into a standardized schema, ensuring seamless integration with internal systems. This position requires a deep understanding of data ingestion, transformation, and ETL...&nbsp;",$90k,snapjobsearch.com,,https://jooble.org/jdp/2804306019342584676,Moore,2025-03-20T02:15:59.1630000,2804306019342584676,USA
Data Engineer,"New York, NY","&nbsp;...specialize in creating advanced AI solutions that turn complex <b>data </b>into actionable insights, driving real-world impact for businesses...&nbsp;&nbsp;...efficiency 
 Job Description:  We are seeking a skilled Data <b>Engineer </b>to join our dynamic team. In this role, you will architect, develop...&nbsp;",,breezy.hr,Full-time,https://jooble.org/jdp/2211417908101408069,Accrete,2025-04-01T00:00:00.0000000,2211417908101408069,USA
Data engineer,"Spring, Montgomery County, TX","&nbsp;...LOCATION 
 Spring, TX 77373 
 <b>Data Engineer-</b>Advanced 
 Primary skill set (mandatory technical skill sets): 
~ Working knowledge of oil & gas production volumes / monthly volumes / daily volumes 
~ Technical knowledge of pressure / temperature / volumes of wells,...&nbsp;",,jobs.institutedata.com,,https://jooble.org/jdp/8634416816958695249,Pantheon,2025-04-15T05:14:28.7228345+00:00,8634416816958695249,USA
Data Engineering Intern,"San Francisco, CA","&nbsp;...Audience Intelligence team is charged with providing KQED with the <b>data </b>needed to make data informed decisions. The team serves as the...&nbsp;&nbsp;..., marketing, foundations and audience development. The Data <b>Engineering </b>intern will mainly focus on helping us identify relevant data sources...&nbsp;",,jazzhr.com,Internship,https://jooble.org/jdp/5410831671557686036,KQED,2025-04-14T00:00:00.0000000,5410831671557686036,USA
Senior Data Engineer,"Sterling, VA","&nbsp;...Northstrat is seeking a talented and experienced Senior <b>Data Engineer </b>to join our team. The ideal candidate will have a strong background in designing and implementing data solutions, with expertise in data integration, data warehousing, and ETL processes. This role involves...&nbsp;",,workable.com,Full-time,https://jooble.org/jdp/-8690179586383408511,Northstrat,2025-04-03T13:30:43.9800000,-8690179586383408511,USA
Senior Data Engineer,"San Francisco, CA","&nbsp;...commitment to expand its capabilities and reinforces its position as the leading AI-powered 
 What We Need 
 We are seeking a Senior <b>Data Engineer </b>to join our team, helping us build and maintain a data platform that supports diverse uses. This includes data analysis,...&nbsp;",$170k - $200k,swooped.co,,https://jooble.org/jdp/-6596981562078021129,LoopMe,2025-03-29T15:54:06.6070000,-6596981562078021129,USA
Data Engineer - Snowflake,"Chicago, IL","&nbsp;...analytics consulting firm. Our consultants bring deep expertise in <b>Data </b>Science, Machine Learning and AI. We are the trusted analytics...&nbsp;&nbsp;...best global analytics consulting team in the world. 
 The Data <b>Engineer </b>will be responsible for architecting, designing, and...&nbsp;",,workable.com,Full-time,https://jooble.org/jdp/-2782163902262712468,Tiger Analytics,2025-04-03T13:37:48.4000000,-2782163902262712468,USA
Offshore Data Engineer,Indiana,"&nbsp;...Req ID: 310543
 NTT <b>DATA </b>strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to...&nbsp;&nbsp;...organization, apply now. 
 We are currently seeking a Offshore Data <b>Engineer </b>to join our team in Bangalore, Karnātaka (IN-KA), India (IN)....&nbsp;",,careers-inc.nttdata.com,,https://jooble.org/jdp/1775325632593528683,"NTT DATA, Inc.",2025-03-26T00:00:00.0000000,1775325632593528683,USA
Data Engineer,Washington DC,"&nbsp;...Qualis LLC is seeking a <b>Data Engineer </b>to provide support and expertise within our National Capital Region or this position can also be performed remotely. Responsibilities include: Data engineer, architect data systems, build ETL pipelines, and perform data ingestion....&nbsp;",,workable.com,,https://jooble.org/jdp/-543910386042564122,Qualis Corporation,2025-04-03T13:35:07.9570000,-543910386042564122,USA
Senior Data Engineer,Remote,"&nbsp;...software startup focused on building cutting-edge solutions that transform how businesses harness and leverage <b>data.</b> We are a team of innovators, <b>engineers,</b> and product leaders passionate about solving complex problems with scalable, data-driven technology. At Alembic...&nbsp;",$190k - $210k,swooped.co,,https://jooble.org/jdp/-5807734851030874342,Alembic,2025-03-12T16:51:25.6530000,-5807734851030874342,USA
"Big Data Engineer (Hadoop) - Contract - Norfolk, VA (Hybrid)","Norfolk, VA","&nbsp;...Hello,  
 
  Our client is looking  Big <b>Data Engineer </b>(Hadoop)  for  Contract  project in  Norfolk, VA (Hybrid).  below is the detailed requirements.  
 
  Job Title : Big Data Engineer (Hadoop) 
  Location : Norfolk, VA (Hybrid) 
  Duration : Long-term Contract...&nbsp;",,ceipal.com,,https://jooble.org/jdp/157723307059642881,Lorven technologies,2025-04-10T15:44:13.6100000,157723307059642881,USA
Senior Data Engineer,"San Francisco, CA","&nbsp;...their role in improving the way millions of people build their financial future.  The Role 
 We're looking for an experienced  Sr. <b>Data Engineer </b> with strong data analytics and engineering skills to join our small and creative team. An ideal person not only knows how to...&nbsp;",,jazzhr.com,Full-time,https://jooble.org/jdp/-4335375995341333132,Tomo Credit,2025-02-07T00:00:00.0000000,-4335375995341333132,USA
Data Engineer with Kafka,"Pittsburgh, PA","&nbsp;...Techstra is seeking an experienced <b>Data Engineer </b>with strong experience in Apache Kafka to join our growing data team. You’ll help build and scale our real-time data pipelines, ensuring high availability, reliability, and performance across systems. This role is crucial...&nbsp;",,jazzhr.com,Full-time,https://jooble.org/jdp/8701395234093148723,Techstra Solutions,2025-04-07T00:00:00.0000000,8701395234093148723,USA
Staff Data Engineer,"Bedford, MA","&nbsp;...Location: Bedford, MA; Hybrid 
 This Role: 
 As a Staff <b>Data Engineer </b>at LogixHealth, you will work with a globally distributed team of engineers to design and build cutting edge solutions that directly improve the healthcare industry. You’ll contribute to our fast-paced...&nbsp;",,jazzhr.com,Full-time,https://jooble.org/jdp/-6388439346652639651,LogixHealth,2025-03-18T00:00:00.0000000,-6388439346652639651,USA
Data Engineer,"Beverly, MA","Alexander Technology Group is looking for a <b>Data Engineer </b>for our Massachusetts client. In this remote role you will join a small team and play a key role in optimizing and maintaining a cloud data infrastructure in Azure. If you're passionate about data, love working with...&nbsp;",,snapjobsearch.com,,https://jooble.org/jdp/5574550505267395422,Alexander Technology Group,2025-04-12T00:02:59.3480375+00:00,5574550505267395422,USA
Data Center Engineer,"Manassas, VA","&nbsp;...quickly and looking for talented individuals to join us.  
 Are you a hand-on and technology driven <b>engineer?</b> Do you have extensive knowledge of the hosting and <b>data </b>center landscape? Are you energetic and able to get things done? Then you should apply with us!  
 Everybody...&nbsp;",,jazzhr.com,Full-time,https://jooble.org/jdp/-6104746556984947671,www.leaseweb.com,2025-04-11T10:19:48.8029134+00:00,-6104746556984947671,USA
Databricks Data Engineer | Remote,Remote,"&nbsp;...This contractor will play a critical role in accelerating our <b>data </b>modernization efforts. Their expertise will support timely report...&nbsp;&nbsp;....   
~3+ years background in PySpark or Scala for data <b>engineering </b>tasks.   
~3+ years of demonstrated success building efficient...&nbsp;",,ceipal.com,,https://jooble.org/jdp/6526310482063524582,Trinus,2025-04-11T00:00:00.0000000,6526310482063524582,USA
Data Migration Engineer,California,"&nbsp;...Job Title:  <b>Data </b>Migration <b>Engineer </b>
  Location:  Los Angeles, CA (Remote)
  Duration:  12 Months 
  Employment Type:  Contract 
 
  Key Responsibilities:  
  
  Design and implement scalable and efficient ETL pipelines.   
  Migrate, process, and manage large...&nbsp;",,ceipal.com,,https://jooble.org/jdp/4183827407744114335,Evolve Esolutions,2025-04-12T16:47:33.7448640+00:00,4183827407744114335,USA
Data engineer,"Rocklin, CA","&nbsp;...for all levels of leadership and individual contributors to help support their daily operating and weekly operating review requests. <b>Data </b>exists and build out the dashboards. Metrics have already been created and the client has the data models built, we need the...&nbsp;",,jobs.institutedata.com,,https://jooble.org/jdp/6637240515652126480,Insight Global,2025-04-12T06:40:23.2370000,6637240515652126480,USA
Staff Data Engineer,"Englewood Cliffs, NJ","&nbsp;...deliver content that reflects the current and ever-changing face of the world.  
  Job Description 


 We are seeking a Staff <b>Data Engineer </b>looking to build the next generation of data pipelines and applications across the development of innovative new systems and...&nbsp;",,smartrecruiters.com,Full-time,https://jooble.org/jdp/-7172729217898992947,NBCUniversal,2025-04-08T00:00:00.0000000,-7172729217898992947,USA
