title,location,snippet,salary,source,type,link,company,updated,id
Sr. MS Power Platform Application Developer (Remote),Canada,"&nbsp;...Req ID: 321927
 NTT <b>DATA </b>strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now. 
 We are currently seeking a  Sr. MS Power Platform...&nbsp;",,careers-inc.nttdata.com,,https://jooble.org/jdp/6395090155567558985,"NTT DATA, Inc.",2025-04-15T11:22:55.1238978+00:00,6395090155567558985
Senior Software Engineer,Canada,"&nbsp;...shoppers across Southeast Asia to a world of new possibilities. 
More about us: 
- We process 250 million API requests and 3TB of <b>data </b>every day.
- We deliver more than 2 million parcels every day.
- 100% network coverage with 2600+ hubs and stations in 6 SEA markets...&nbsp;",,Ninja Van,Full-time,https://jooble.org/jdp/7087218493725641655,Ninja Van,2024-08-09T08:00:47.2570000,7087218493725641655
Senior Software Engineer - Platform Backend,Canada,"&nbsp;...development.  If you enjoy the challenges of building scalable, robust, and high performing distributed systems which process large <b>data </b>sets in real time, this position may be right for you.  In this role, you will join a team of skilled engineers committed to shipping...&nbsp;",,farcoder.com,Full-time,https://jooble.org/jdp/255329487145372677,Cribl,2025-03-15T13:54:49.2870000,255329487145372677
Mainframe Network System Programmer,Canada,"
We are seeking a Mainframe Network Systems Programmer for a Host Network Support position. This role functions in a global team providing services to a client with multi-protocol complex environments. 
 RESPONSIBILITIES:  The selected candidate will interact frequently...",,catsone.com,,https://jooble.org/jdp/-782465211470454075,Newfound Recruiting,2025-04-11T13:32:33.6670000,-782465211470454075
GMS Systems Analyst,Canada,"&nbsp;...problems and implement changes 
 Performs emergency recovery and troubleshooting of EMS system and applications 
 Maintains real-time <b>data </b>collection to support EMS functions 
 Maintains, troubleshoots, and repairs the EMS systems, applications, and interfaces...&nbsp;",,hppstaffing.com,Full-time,https://jooble.org/jdp/-1392264769653529244,Dynamics ATS,2025-03-14T00:00:00.0000000,-1392264769653529244
Full Stack Developer,Canada," Posting closes on April 14, 2025
Looking to hire ASAP 
 Our Company: 
 Jule  is a Toronto-based all-in-one solution provider of Battery Energy Storage Systems (BESS) and Electric Vehicle Fast Charging (EVFC). Using its patented battery & power/energy management technologies...",,tamrecruiting.com,Full-time,https://jooble.org/jdp/-5926404466255249264,Jule,2025-04-15T00:00:00.0000000,-5926404466255249264
Senior Frontend Engineer - CMS Authoring,Canada,"&nbsp;...code and debugging existing software 
 Take pride in taking ownership and driving projects to business impact 
 Deeply understand <b>data </b>design and modeling 
 Have consistently communicated trade-offs throughout a project to meet both technical and business requirements...&nbsp;",,farcoder.com,Full-time,https://jooble.org/jdp/3250358743273376092,Webflow,2025-02-22T00:00:00.0000000,3250358743273376092
Technical Consultant,Canada,"&nbsp;...Summary 
 We are seeking a highly skilled and motivated Technical Consultant to join our team, dedicated to optimizing operational <b>data </b>management and supporting refinery operations. You will play a critical role in managing and optimizing operational data, ensuring efficient...&nbsp;",,hppstaffing.com,Full-time,https://jooble.org/jdp/7122732114630641743,Dynamics ATS,2025-04-03T00:00:00.0000000,7122732114630641743
Full Stack Web Developer,Canada,"&nbsp;...contribute to architectural decisions and best practices. 
 
 The right candidate has the following soft skills: 
 Strategic and <b>Analytical </b>Thinker 
 Ability to take Initiative 
 Ability to absorb technical documentation and either implement the subject matter or...&nbsp;",,catsone.com,,https://jooble.org/jdp/3339214226581916803,Evlv,2025-04-04T18:40:48.8670000,3339214226581916803
Java Full Stack Developer,Canada,"&nbsp;...Req ID: 318598
 NTT <b>DATA </b>strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now. 

 We are currently seeking a Java Full Stack Developer...&nbsp;",,careers-inc.nttdata.com,,https://jooble.org/jdp/2554441833075421919,"NTT DATA, Inc.",2025-03-19T09:22:02.1400000,2554441833075421919
Java Full Stack Engineer,Canada,"&nbsp;...Req ID: 319658
 NTT <b>DATA </b>strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now. 
 We are currently seeking a Java Full Stack Engineer...&nbsp;",,careers-inc.nttdata.com,,https://jooble.org/jdp/-8337648302084960262,"NTT DATA, Inc.",2025-03-27T12:49:07.5698873+00:00,-8337648302084960262
API/Application Security Engineer,Canada," Role Name: API/Application Security Engineer  
  Location: Montreal, QC (Onsite) 
  Job Type: Contract  
  Job Description:  
  Overall 5+ years of experience and strong in Application Security experience  
  Roles and Responsibilities:  
  
~ As an Application ...",,ceipal.com,,https://jooble.org/jdp/-5512992432709480598,Lorven technologies,2025-04-08T00:00:00.0000000,-5512992432709480598
Sr Enterprise Architect- Onsite,Canada,"Sr Enterprise Architect- Onsite 
 Onsite -M-F Regina, SK 
1-Year Contract 
 Great Company 
 Unlimited Growth Potential 
 Experience: 
 Experience in design and planning for net new, highly secure IT landscape using the fundamentals of business architecture 
 Extensive...",,catsone.com,,https://jooble.org/jdp/8021207206919112954,CruiTek,2025-04-15T00:00:00.0000000,8021207206919112954
"Senior Manager, Lead Network Security Architect - Deloitte Global Technology",Canada,"&nbsp;...Digital Transformation, Application Modernization, Cloud Platform, NaaS, SaaS). 
 Design, document, and implement System Security and <b>Data </b>Assurance processes. 
 Collaborate with program, project, and technical leads to support and develop products. 
 Conduct system...&nbsp;",,successfactors.com,,https://jooble.org/jdp/-6722605527544067577,Deloitte,2025-04-13T02:46:28.7270000,-6722605527544067577
UI Angular Developer - Hybrid,Canada," Job Title: UI Angular Developer 

Location: Mississauga, ON, Canada (3 days onsite in a week)

Employment Type: Full-time 
  Salary- 120K  
  Responsibilities 
 Hands-on involvement in development, design, architecture, and code review. 
 Build for highly reliable...",,oorwin.com,,https://jooble.org/jdp/5428054557146360105,RedSpix,2025-03-31T16:01:29.7030000,5428054557146360105
Oracle and MS SQL DBA,Canada,"&nbsp;...enhance database efficiency.   
  Backup and Recovery: Expertise in implementing and managing backup and recovery strategies to ensure <b>data </b>integrity and availability. This includes configuring backup schedules, performing regular backups, and executing recovery...&nbsp;",,ceipal.com,,https://jooble.org/jdp/5395555627794890171,Zortech Solutions,2025-04-14T08:47:05.2521710+00:00,5395555627794890171
Enterprise Architect,Canada,"&nbsp;...Smart Manufacturing technologies.   
~ Hands-on experience  with Mulesoft or similar  middleware tools for system integration  and <b>data </b>flow optimization.   
~ Experience in  cloud platforms (preferably Azure) for hybrid cloud deployments of manufacturing applications...&nbsp;",,oorwin.com,,https://jooble.org/jdp/1345882186040296220,Tek Leaders Inc,2025-03-19T15:28:24.0900000,1345882186040296220
Senior Full Stack Software Engineer,Canada," StackAdapt is the no. 1 performing programmatic advertising platform helping brands accelerate customer engagement and acquisition. This state-of-the-art platform is where some of the most progressive work in machine learning meets cutting-edge user experience. 
 Ranking...",,farcoder.com,Full-time,https://jooble.org/jdp/4036153887542438866,StackAdapt,2025-02-08T00:00:00.0000000,4036153887542438866
Python Developer (Onsite Hybrid),Canada,"&nbsp;...NTT <b>DATA </b>strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now. 

 We are currently seeking a  Python Developer (Onsite Hybrid) to...&nbsp;",,careers-inc.nttdata.com,,https://jooble.org/jdp/1400045598602841671,"NTT DATA, Inc.",2025-03-27T00:00:00.0000000,1400045598602841671
"Software Engineering Developer, Junior",Canada,"&nbsp;...or Permanent Resident. 
 Applicants may be required to meet additional security requirements in order to gain access to technical <b>data,</b> classified areas or information that is subject to international regulations. 

 Additional Information 
 We believe the unique...&nbsp;",,gd.com,Full-time,https://jooble.org/jdp/9130342648234842779,GD Mission Systems,2025-03-19T17:31:22.7163039+00:00,9130342648234842779
Angular Developer,Canada,"&nbsp;...wide systems/platform-web development, Angular, React, podeJS, JS frameworks  
  Strong experience in managing User Interfaces for <b>data </b>intensive platforms  
  Expertise in Object Oriented Design, Design patterns, Architecture and Application Integration  
  Strong...&nbsp;",,ceipal.com,,https://jooble.org/jdp/-7604056598972699197,Sumeru Solutions,2025-04-10T12:44:12.8159812+00:00,-7604056598972699197
Computer Network Technician (Noc 22220),Canada,"&nbsp;...and forms
• Monitor the performance of computer systems and networks
• Provide problem-solving services to network users
• Implement <b>data,</b> software, and hardware security procedures
• Perform data backups and disaster recovery operations
• Implement network traffic and...&nbsp;",,wizehire.com,,https://jooble.org/jdp/-1604264733943290187,ZH Professional Inc,2025-02-04T00:00:00.0000000,-1604264733943290187
Google Cloud Architect,Canada,"&nbsp;...architectures on  Google Cloud Platform (GCP) . 
 Develop and execute  cloud migration strategies for enterprise applications and <b>data.</b> 
 Provide technical leadership and guidance on  GCP best practices  , including networking, security, identity and access management...&nbsp;",,catsone.com,,https://jooble.org/jdp/2740247380814830130,Newfound Recruiting,2025-04-11T13:32:34.6270000,2740247380814830130
Software Engineering Developer (ISTAR),Canada,"&nbsp;...budget targets. 
~ Strong understanding of communication protocols and message exchange patterns (e.g., ZeroMQ, REST), as well as <b>data </b>serialization formats (e.g., protobuf, JSON). 
~ Experience analyzing and understanding Interface Control Documents 
~ Strong understanding...&nbsp;",,gd.com,Full-time,https://jooble.org/jdp/1423978304729822513,GD Mission Systems,2025-03-25T00:00:00.0000000,1423978304729822513
Senior Machine Learning Engineer,Canada," Senior Machine Learning Engineer 
 Get a Taste of Instacart 
 Instacart is a hybrid remote team. Most of our roles are open to in-office, flex, or remote work. 
 No matter what you bring to the potluck, there’s a seat at the table for you. We celebrate the unique and...",,instacart.careers,,https://jooble.org/jdp/7216764857540048289,Instacart,2025-03-17T09:01:33.9610419+00:00,7216764857540048289
Software / Firmware Developer,Canada,"&nbsp;...Calgary working on tactical communications for the Bowman Program. This program is focused on system integration of digital voice and <b>data </b>technology to provide secure radio, telephone, intercom and tactical internet services in a modular and fully integrated system....&nbsp;",,gd.com,Full-time,https://jooble.org/jdp/8551687182394264008,GD Mission Systems,2025-04-07T16:38:49.0116184+00:00,8551687182394264008
Bilingual (French/English) UKG Pro Implementation Consultant,Canada,"&nbsp;...possess outstanding customer service skills as well as strong <b>analytical </b>skills. 
 Responsibilities: 
 Lead client kick-off and requirements...&nbsp;&nbsp;...testing and acceptance of the delivered solutions 
 Create <b>data </b>mapping from source system(s) to UKG Pro 
 Validate data...&nbsp;",,catsone.com,,https://jooble.org/jdp/-8837167663957289621,Sability,2025-03-10T00:00:00.0000000,-8837167663957289621
Oracle EBS Solution Architect,Canada,"&nbsp;...Req ID: 308837
 NTT <b>DATA </b>strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now. 
 We are currently seeking a Oracle EBS Solution Architect...&nbsp;",,careers-inc.nttdata.com,,https://jooble.org/jdp/-7751656024370614226,"NTT DATA, Inc.",2025-03-28T00:00:00.0000000,-7751656024370614226
"Systems Engineering Analyst, Canadian Air",Canada," Responsibilities for this Position 

 Location:  1941 Robertson Rd, Nepean, ON K2H 5B7, Canada 
 Employment Type:  Fulltime-Regular 


 Company Description 
 At General Dynamics Mission SystemsCanada, our focus extends beyond engineering technology solutionswe are...",,gd.com,Full-time,https://jooble.org/jdp/-4828637547951573072,GD Mission Systems,2025-04-12T00:00:00.0000000,-4828637547951573072
Software Design Assurance Engineer,Canada,"&nbsp;...Conduct technical and process audits. 
• Perform safety of flight reviews. 
• Assess software and electronic hardware life cycle <b>data </b>to ensure compliance to standards. 
• Support and coordinate the resolution of safety, compliance, or technical deficiencies with suppliers...&nbsp;",,catsone.com,,https://jooble.org/jdp/5040660502129601561,Aversan,2025-04-10T00:00:00.0000000,5040660502129601561
Loan IQ Developer(s),Canada,"&nbsp;...including syndication, servicing, and reporting. 
• Expertise in business process mapping and workflow optimization. 
• Excellent <b>analytical,</b> problem-solving, and communication skills. 
• Ability to work collaboratively in cross-functional teams. 
 Tools: 
•...&nbsp;",,catsone.com,,https://jooble.org/jdp/6562515826814950222,hireVouch,2025-01-21T17:39:13.3400000,6562515826814950222
Lead Game Designer,Canada," We are growing like mad and are looking to hire a talented Lead Game Designer. We believe that all good things are wild and free, so we operate 100% remote. 100% independently. You have demonstrable skills in organization, process & structure, and are interested in pursuing...",,farcoder.com,Full-time,https://jooble.org/jdp/988972716093603801,MixMob,2025-03-08T00:00:00.0000000,988972716093603801
PowerBuilder Software Engineer,Canada,"&nbsp;...Additional experience beyond 10 years in  PowerBuilder development  . 
 Experience integrating multiple systems (HR, Financial, <b>data-</b>driven, or document management systems). 
 Experience working with  Federal/Provincial government clients  . 
 Experience developing...&nbsp;",,catsone.com,,https://jooble.org/jdp/-1356827584315226642,Newfound Recruiting,2025-04-11T13:32:33.9570000,-1356827584315226642
Sr. Java Developer,Canada,"&nbsp;...Req ID: 317921
 NTT <b>DATA </b>strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now. 

 We are currently seeking a Sr. Java Developer to...&nbsp;",,careers-inc.nttdata.com,,https://jooble.org/jdp/-9125745572120299994,"NTT DATA, Inc.",2025-03-18T14:48:56.9770000,-9125745572120299994
Java Developer,Canada," Job Title: Senior Java Developer 
 Location: Mississauga,ON 
 Fulltime 
 
 Job Description: 
 We are seeking a highly skilled Senior Java Developer to join our dynamic development team. The ideal candidate will have extensive experience in designing, developing, and...",,ceipal.com,Full-time,https://jooble.org/jdp/-3776865002155796236,VDart Inc,2025-04-14T16:47:27.6317976+00:00,-3776865002155796236
Java Developer,Canada," Java Developer  
  Montereal, QC Canada  
",,ceipal.com,,https://jooble.org/jdp/-5196721068013185042,Sumeru Solutions,2025-04-10T17:33:06.1727850+00:00,-5196721068013185042
DevOps Engineer,Canada,"&nbsp;...Req ID: 312149
 NTT <b>DATA </b>strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now. 

 We are currently seeking a DevOps Engineer to join...&nbsp;",,careers-inc.nttdata.com,,https://jooble.org/jdp/-966467929771526440,"NTT DATA, Inc.",2025-03-18T00:00:00.0000000,-966467929771526440
Agile Project Manager with Jira Administration,Canada,"&nbsp;...DevOps, CI/CD, and cloud platforms is a plus. Soft Skills: Excellent leadership, communication, and team facilitation skills. Strong <b>analytical </b>and problem-solving capabilities. Ability to work in a fast-paced, dynamic environment with multiple priorities. Why Join Us? Be...&nbsp;",,ceipal.com,,https://jooble.org/jdp/6140203913429078990,RELQ TECHNOLOGIES LLC,2025-04-11T09:16:20.7018675+00:00,6140203913429078990
Java Full Stack Developer,Canada,"&nbsp;...productive member of an agile development team 
 Analyze, design and implement business requirements 
 Design and implementation of <b>data </b>models 
 Integrating and testing with back end services and databases 
 Development and testing of software APIs 
 Development...&nbsp;",,ceipal.com,Full-time,https://jooble.org/jdp/-319592431894885229,Crox Consulting Inc,2025-04-07T09:51:56.6941090+00:00,-319592431894885229
.Net Developer,Canada," Job Title: .NET Developer  
  Location: Mississauga, ON  
  Job Type:Fulltime  
 
  We are looking for a skilled and experienced .NET Developer with Angular expertise to join our development team. The ideal candidate will have a solid background in building scalable...",,ceipal.com,Full-time,https://jooble.org/jdp/-1803098440007130748,VDart Inc,2025-04-14T19:47:27.4770000,-1803098440007130748
Workday Integration Developer Lead,Canada,"&nbsp;...Calculated Fields, Business Processes, BIRT, and Workday Security Framework. 
~ Experience with Java/OpenShift applications exchanging <b>data </b>with Workday. 
~ Strong written and verbal communication skills, with the ability to explain complex technical concepts clearly....&nbsp;",,hppstaffing.com,Full-time,https://jooble.org/jdp/160991099054651045,Dynamics ATS,2025-04-15T11:15:12.1356962+00:00,160991099054651045
Java Backend Engineer - Hybrid,Canada," Role- Java Backend Engineer 

Location: - Irving, TX or Mississauga, Canada (3 days Onsite- in a week)

Fulltime 
  Salary: USD 120K (for TX) - CAD 130K (for Canada) 
  Need skill matrix for all submissions.  
  Job Description: 
Core Java, Springboot, Micro services...",,oorwin.com,,https://jooble.org/jdp/339846664857560097,RedSpix,2025-03-31T16:01:29.7730000,339846664857560097
MuleSoft Developer,Canada," Title: Sr MuleSoft Developer  
  Duration: 12+ Months  
  Location: 100% Remote (Candidate should be from Canada) 
 
  Duties & Responsibilities:  
  
 Participate in the design and delivery of our integration projects across multiple business domains   
 Contribute...",,oorwin.com,,https://jooble.org/jdp/2497100361124121502,Tek Leaders Inc,2025-04-09T00:00:00.0000000,2497100361124121502
Full Stack Java Developer,Canada,"&nbsp;...concepts with practical experiencing of leveraging the same during development.   
~ Linux, Unix, Shell Scripting.   
~ Strong <b>analytical </b>and problem-solving skills. Candidate should be able to design and then implement solutions.   
~ DevOps knowledge packaging and...&nbsp;",,ceipal.com,Full-time,https://jooble.org/jdp/7045721063192070770,Lorven technologies,2025-04-15T08:47:00.2523129+00:00,7045721063192070770
Sr Java Backend Developer with Angular,Canada," 
 You have experience with developing & supporting Enterprise Applications   
 You have a good OOP foundation with expertise in Angular 2+, Core Java, Java Spring Boot ,RESTful API's, Micro Services   
 You have experience in databases like Oracle, MS SQL, Mongo DB ...",,ceipal.com,Full-time,https://jooble.org/jdp/8844265440744609879,Infinity Solutions,2025-04-08T00:00:00.0000000,8844265440744609879
Network Engineer,Canada," Syzygy is rapidly growing, and we need YOU to join our world-class team today!
 Syzygy is a technology company dedicated to delivering solutions that solve the toughest information awareness challenges for those in harm’s way!
 Our mission  is to lead the development...",,jazzhr.com,Full-time,https://jooble.org/jdp/1642225874595022930,Syzygy Integration,2025-04-01T00:00:00.0000000,1642225874595022930
Software Engineer III,Canada," At SpryPoint we value collaborate work environments, automation, learning, and delivering value to our users. As a Software Engineer III at SpryPoint, you will be building and integrating interactive web applications, services, and apps that real people will actually use...",,farcoder.com,Full-time,https://jooble.org/jdp/-2862683772866407614,SpryPoint,2025-03-12T20:43:41.2570000,-2862683772866407614
Full Stack Developer,Canada,"&nbsp;...you to quickly learn and adapt. 
 What you'll do 
 Develop new features and maintain our infrastructure and tools used for patient <b>data </b>and fleet management, including Over-the-Air (OTA) updates. 
 Manage backend systems in Go, including implementing new features and...&nbsp;",,swooped.co,,https://jooble.org/jdp/7258803364725506428,Trexo Robotics,2025-03-26T14:18:06.5830000,7258803364725506428
Data base Administrator - Mongo DB,Canada," Mongo DB DBA  
   Montreal  
   <b>Data </b>base Administrator Mongo DB 
",,ceipal.com,,https://jooble.org/jdp/-90489864319425242,Atlantis IT group,2025-04-08T00:00:00.0000000,-90489864319425242
Java Developer,Canada,"&nbsp;...team and managed some project or team, so that the team can function on their own on a given deliverable.  
 
  Skill set:  
  <b>Analytical </b> 
  Good communication  
  Programming language : Java, Angular, SQL, Some scripting  
  Experiences : DevOps, Cloud...&nbsp;",,ceipal.com,,https://jooble.org/jdp/3409456002029708568,Connvertex Technologies Inc.,2025-04-10T05:15:17.2409264+00:00,3409456002029708568
Senior Salesforce Development/Technical Lead- Remote Canada Position,Canada,"&nbsp;...Req ID: 322022
 NTT <b>DATA </b>strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want...&nbsp;&nbsp;...structured methodologies, tools, and techniques 
 Strong technical, <b>analytical,</b> and communication skills including the ability to work...&nbsp;",,careers-inc.nttdata.com,,https://jooble.org/jdp/-6364284585887059864,"NTT DATA, Inc.",2025-04-14T20:43:27.7470000,-6364284585887059864
Software Test Engineer,Canada,"&nbsp;...Engineering environment 
 HIL experience with dSPACE 
 Ability to work cooperatively in a team environment 
 Strong technical and <b>analytical </b>ability 
 Excellent communication and interpersonal skills 
 Strong organizational skills with the ability to be agile, set...&nbsp;",,catsone.com,,https://jooble.org/jdp/802684380350212217,Aversan,2025-04-03T00:00:00.0000000,802684380350212217
DBA infonuagique senior,Canada,"&nbsp;...SQL database administration on Microsoft Azure, totaling at least 220 person-days. 
 I have experience in conceptual and physical <b>data </b>modeling, as well as in the complete setup of databases. 
 I am skilled in technical documentation and presenting files in French....&nbsp;",$125k - $155k,devitjobs.us,Full-time,https://jooble.org/desc/-788186038317741048,"LGS, une Société IBM / an IBM Company",2025-04-15T00:00:00.0000000,-788186038317741048
Senior Backend/Fullstack Software Engineer,Canada,"&nbsp;...Node.js, MongoDB, and AWS. 
 Contribute to fullstack development using React (role is generally backend-focused). 
 Ensure efficient <b>data </b>flow and system performance. 
 Collaborate with the Tech Lead and other team members to deliver high-quality software....&nbsp;",,catsone.com,,https://jooble.org/jdp/4502011624732662224,Syndesus,2025-04-02T17:29:36.0830000,4502011624732662224
Full stack Developer / Lead (Angular + Java),Canada,"&nbsp;..., Docker, Kubernetes   
 Experience with NoSQL databases such as Mongo DB, messaging platforms such as Kafka   
 Understanding of <b>data </b>structures, caching, design patterns , multi-threaded and high-performance architecture   
 Experience with UI technologies such as...&nbsp;",,ceipal.com,,https://jooble.org/jdp/7262691864089382077,Whopper Technologies,2025-04-08T00:00:00.0000000,7262691864089382077
Senior/Staff DevOps Engineer,Canada," About the Role: 
 This is a full time permanent position working under a hybrid model in Vancouver, BC (2-3 days in office). 
Only accepting applications from candidates with work authorization in Canada at this time. 
Our client is a US-based startup, well funded and...",,catsone.com,,https://jooble.org/jdp/-9200306861161988113,Syndesus,2025-04-02T17:29:36.1470000,-9200306861161988113
"ServiceNow GRC/IRM Developer, Deloitte Global Technology",Canada,"&nbsp;...Create, configure, and customize ServiceNow applications for new and existing implementations. 
 Create and configure functional <b>data </b>such as Notifications and Service Level Agreements. 
 Create and configure script objects such as Business Rules, Script Includes,...&nbsp;",,successfactors.com,,https://jooble.org/jdp/8114719362900969744,Deloitte,2025-04-13T02:46:51.7000000,8114719362900969744
Sr. Software Architect,Canada," Syzygy is growing, and we want you to join our world-class team today!
 Syzygy is a technology company dedicated to delivering solutions that address our customer’s unique requirements. The mission of Syzygy is to be nimble and innovative in providing high quality solutions...",,jazzhr.com,Full-time,https://jooble.org/jdp/1930074455386132349,Syzygy Integration,2025-04-01T00:00:00.0000000,1930074455386132349
Cyber Security Engineer - Crypto,Canada," A rapidly growing Crypto Currency company is seeking an experienced Cyber Security Engineer to deploy their Security monitoring capability, enhance their security posture and lead their security operations. This remote role offers a competitive salary, comprehensive benefits...",$85k,hamilton-barnes.com,Full-time,https://jooble.org/jdp/8312033298705889995,,2024-07-15T00:00:00.0000000,8312033298705889995
Superviseur du Support Informatique/Information Technology Supervisor - Bilingual,Canada,"&nbsp;...Req ID: 320144
 NTT <b>DATA </b>strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now. 
 We are currently seeking a Lead Technician - Bilingual...&nbsp;",,careers-inc.nttdata.com,,https://jooble.org/jdp/758011904986722141,"NTT DATA, Inc.",2025-03-31T08:48:37.4800000,758011904986722141
Product Engineer - Canada,Canada,"&nbsp;...127998;
 Building blocks to create powerful and customizable products fast.  At the core of Ashby is a set of common components (<b>analytics </b>modeling and query language, policy engine, workflow engine, design system) which we are constantly improving. Each improvement to...&nbsp;",$160k - $260k,swooped.co,,https://jooble.org/jdp/-2257885746048550036,Ashby,2025-04-01T19:38:54.0200000,-2257885746048550036
IT Manager,Canada,"At Invoke, our mission is to Have Fun Building Great Games. We believe the best games come from people who love what they do, in an environment that values them and their ideas. And we ensure that everyone has the opportunity to contribute to our collective success, whatever...",,hasbro.com,,https://jooble.org/jdp/-4386403476478769493,Hasbro,2025-04-11T00:00:00.0000000,-4386403476478769493
Robotics Software Developer,Canada,"&nbsp;...explain complex technical concepts. 
 Strong critical thinking and <b>analytical </b>skills (able to piece together lots of information and condense...&nbsp;&nbsp;...App Development. 
 Experience with Rust and Go. 
 Skills in <b>data </b>and log analysis. 
 Familiarity with reviewing electrical...&nbsp;",,swooped.co,,https://jooble.org/jdp/750978260201020244,Trexo Robotics,2025-03-26T14:13:59.8700000,750978260201020244
"Full Stack Developer (Java, Angular, SPARQL",Canada,"&nbsp;...web applications using Java frameworks.  
  Develop RESTful APIs to support front-end and back-end integration, ensuring seamless <b>data </b>flow.  
  Collaborate with cross-functional teams to gather requirements, define solutions, and deliver high-quality software....&nbsp;",,ceipal.com,,https://jooble.org/jdp/3728679066404324106,Sumeru Solutions,2025-04-08T00:00:00.0000000,3728679066404324106
Senior Software Engineer - Billing,Canada,"&nbsp;...advertising platform, producing production level code that will have a direct impact on the success of our product. You will work with large <b>data </b>sets and have exposure to modern tech stacks around GoLang, Ruby on Rails, React, GraphQL and more. StackAdapt’s engineering...&nbsp;",,farcoder.com,Full-time,https://jooble.org/jdp/-8739591880006931093,StackAdapt,2025-03-09T08:15:52.7600000,-8739591880006931093
"Software Engineering Manager, Product Engineering - Canada",Canada,"&nbsp;...off the critical path). 
 Improve how we generate and simulate <b>data </b>in demo accounts. It’s a project off the critical path, but it...&nbsp;&nbsp;...products fast.  At the core of Ashby is a set of common components (<b>analytics </b>modeling and query language, policy engine, workflow engine,...&nbsp;",$160k - $250k,swooped.co,,https://jooble.org/jdp/6193296112608469199,Ashby,2025-04-01T19:38:53.6530000,6193296112608469199
Senior Software Engineer - Audiences,Canada,"&nbsp;...advertising platform, producing production level code that will have a direct impact on the success of our product. You will work with large <b>data </b>sets and have exposure to modern tech stacks around GoLang, Ruby on Rails, React, GraphQL and more. StackAdapt’s engineering...&nbsp;",,farcoder.com,Full-time,https://jooble.org/jdp/-4512597958164134951,StackAdapt,2025-02-22T00:00:00.0000000,-4512597958164134951
Lead QA Engineer,Canada," Summary 
 About the Role:  We are seeking an experienced Lead QA Engineer with strong software development skills and a passion for ensuring software excellence at every stage of development. This role goes beyond traditional testing—you'll actively shape our development...",,realtypostings.com,Full-time,https://jooble.org/jdp/4953254316777686053,Robert Moreno,2025-03-21T18:33:26.1430000,4953254316777686053
Full stack C#.Net Software Developer,Canada," Job Type  Regular Full-Time 
 Remote Type  Hybrid 
 Location  Vancouver, Canada 
 Posting Range $59400 - $118100
 Family is part of Definity, a Canadian, multi-channel, property, and casualty insurance company whose success is founded on our family of companies’ long...",,catsone.com,,https://jooble.org/jdp/-1358463140402808423,Family Insurance Solutions,2025-04-14T00:00:00.0000000,-1358463140402808423
Solution Architect (Network)-Canada,Canada," Role: Solution Architect (Network) 
  Location: Onsite - Regina, SK  
  Duration: 12+ Months  
  Job Description:  
  
  SERVICE DETAILS   
  Position and/or Project Description:   
  Looking for a Network Engineer (Network Solution Architect) to assist with the...",,ceipal.com,,https://jooble.org/jdp/740510807186833448,Zortech Solutions,2025-04-07T09:51:58.2137957+00:00,740510807186833448
Information Technology Help Desk Support,Canada,"Our client, a real estate firm, is seeking an IT Help Desk Support/Admin to provide Tier 1 technical support and administrative assistance for the IT department.
Key Responsibilities:
~Provide remote and on-site Tier 1 technical support, resolving end-user issues and ...",,Genuine Search Group,Full-time,https://jooble.org/jdp/-8900369875089136434,Genuine Search Group,2025-03-21T18:19:42.7738162+00:00,-8900369875089136434
"Health & Safety Support Technician - On sites - Oxfordshire & Surrounding - £26,000 to £29,000 plus vehicle, fuel card and training",Canada,"More Information

Job Title: Health & Safety Support Technician
Reporting to: Health & Safety Co-ordinator
80% of the duties will be site visits where you will carry out:
~Site observations
~Visit operatives to carry out PPE Checks
~Toolbox Talks
~PAT Testing
~...",,Team Recruitment Ltd,Full-time,https://jooble.org/jdp/-6360022114734212649,Team Recruitment Ltd,2025-02-15T00:00:00.0000000,-6360022114734212649
Chuyên viên phát triển kinh doanh (HCM - HN),Canada,"&nbsp;...cutting-edge software and operational concepts. Powered by algorithm-based optimisation, dynamic routing, end-to-end tracking and a <b>data-</b>driven approach, we provide best-of-class delivery services that delight both the shippers and end customers. But we are just getting...&nbsp;",,Ninja Van,Full-time,https://jooble.org/jdp/2627391839398585196,Ninja Van,2025-04-09T16:05:24.1378153+00:00,2627391839398585196
